ID,X,Y,ANGLE,HEAD,FAST_BREAK,PREDICTED_GOAL,XG,FOOTBALL_PITCH_CELL
4388,5,9,21.565398651263155,N,N,N,0.078483267304442,X4|Y8
4391,5,9,21.565398651263155,Y,Y,N,0.1243285323687894,X4|Y8
4390,5,9,21.565398651263155,N,Y,N,0.2240130632282825,X4|Y8
3753,7,1,54.45906449436183,Y,N,N,0.2353833559840161,X6|Y0
3752,7,1,54.45906449436183,N,N,N,0.3849649532853217,X6|Y0
3755,7,1,54.45906449436183,Y,Y,Y,0.5106346629833585,X6|Y0
3754,7,1,54.45906449436183,N,Y,Y,0.6796529187836167,X6|Y0
3757,7,3,48.96044180379006,Y,N,N,0.1807040164293608,X6|Y2
3756,7,3,48.96044180379006,N,N,N,0.3096079422456483,X6|Y2
3759,7,3,48.96044180379006,Y,Y,N,0.4277882414462063,X6|Y2
3758,7,3,48.96044180379006,N,Y,Y,0.6031844153480027,X6|Y2
3761,7,5,40.213957161604334,Y,N,N,0.1148678141568367,X6|Y4
3760,7,5,40.213957161604334,N,N,N,0.2087754027796319,X6|Y4
3763,7,5,40.213957161604334,Y,Y,N,0.3054982141325018,X6|Y4
3762,7,5,40.213957161604334,N,Y,N,0.4721242724390026,X6|Y4
3765,7,7,31.20086911594295,Y,N,N,0.0698827855483479,X6|Y6
3764,7,7,31.20086911594295,N,N,N,0.1325199723747167,X6|Y6
3767,7,7,31.20086911594295,Y,Y,N,0.2029776092640301,X6|Y6
3766,7,7,31.20086911594295,N,Y,N,0.3411541983280909,X6|Y6
3825,7,9,23.72234498345085,Y,Y,N,0.1392815052968894,X6|Y8
3769,7,9,23.72234498345085,Y,N,N,0.0455652216902278,X6|Y8
3768,7,9,23.72234498345085,N,N,N,0.0884795629020514,X6|Y8
3824,7,9,23.72234498345085,N,Y,N,0.2475655948348561,X6|Y8
4195,9,1,43.83945443926867,N,Y,Y,0.5270297528208272,X8|Y0
4194,9,1,43.83945443926867,Y,N,N,0.1391806666151663,X8|Y0
4193,9,1,43.83945443926867,N,N,N,0.2474088940882301,X8|Y0
4196,9,1,43.83945443926867,Y,Y,N,0.3540217164074852,X8|Y0
4198,9,3,40.695623908897176,Y,N,N,0.1178709865016905,X8|Y2
4197,9,3,40.695623908897176,N,N,N,0.2136411539934985,X8|Y2
4200,9,3,40.695623908897176,Y,Y,N,0.3117300680699172,X8|Y2
4199,9,3,40.695623908897176,N,Y,N,0.4794088256916305,X8|Y2
4258,9,5,35.42855212566624,Y,Y,N,0.2476046596874136,X8|Y4
4256,9,5,35.42855212566624,Y,N,N,0.0884964770888796,X8|Y4
4201,9,5,35.42855212566624,N,N,N,0.1648603002895101,X8|Y4
4257,9,5,35.42855212566624,N,Y,N,0.4008808132938677,X8|Y4
4260,9,7,29.465894784837175,Y,N,N,0.0633463213853651,X8|Y6
4259,9,7,29.465894784837175,N,N,N,0.120886213422238,X8|Y6
4262,9,7,29.465894784837175,Y,Y,N,0.1864881796141295,X8|Y6
4261,9,7,29.465894784837175,N,Y,N,0.3179171210583592,X8|Y6
4266,9,9,23.908892285210946,Y,Y,N,0.1406431381649785,X8|Y8
4264,9,9,23.908892285210946,Y,N,N,0.0460597005270151,X8|Y8
4263,9,9,23.908892285210946,N,N,N,0.0893961325767964,X8|Y8
4265,9,9,23.908892285210946,N,Y,N,0.2496787459868513,X8|Y8
2009,1,-1,147.28520941760323,Y,N,Y,0.9884635424728953,X0|Y-2
2008,1,-1,147.28520941760323,N,N,Y,0.9942926210980828,X0|Y-2
2011,1,-1,147.28520941760323,Y,Y,Y,0.9965685796638852,X0|Y-2
